Product_Category,Supplier_Region,Shipping_Mode,Warehouse_Type,Order_Quantity,Distance_km,Supplier_Lead_Time_days,Transportation_Cost,Inventory_Level,Demand_Forecast,Supplier_Reliability_Score,Historical_Delay_Rate,Delivery_Time_days,Delivery_Status
Automotive Parts,North America,Road,Automated,143.0,2482.4,5.0,1317.16,112.0,95.0,85.5,0.06,11.6,Early
Pharmaceuticals,Europe,Sea,Manual,139.0,8780.1,14.0,1530.72,94.0,121.0,88.5,0.045,62.8,Severely Delayed
Automotive Parts,North America,Air,Hybrid,248.0,4330.9,6.0,11299.63,274.0,273.0,89.2,0.123,9.5,Early
Pharmaceuticals,South Asia,Rail,Cross-Dock,318.0,4635.9,16.0,3287.59,233.0,271.0,70.7,0.192,32.1,On Time
Electronics,Europe,Road,Automated,661.0,7266.9,4.0,15370.13,711.0,953.0,91.2,0.015,28.8,Delayed
Electronics,Latin America,Sea,Manual,96.0,7038.4,19.0,966.29,97.0,102.0,73.5,0.149,48.5,Delayed
Industrial Equipment,Southeast Asia,Sea,Hybrid,189.0,7449.4,20.0,1922.56,88.0,174.0,74.0,0.138,57.7,Severely Delayed
Perishable Food,Europe,Air,Cross-Dock,1425.0,5039.3,1.0,72856.19,2182.0,1721.0,86.1,0.105,3.3,Early
Apparel,North America,Sea,Hybrid,2163.0,2239.5,12.0,5517.46,2731.0,2040.0,80.1,0.149,20.4,Early
Apparel,Southeast Asia,Road,Automated,656.0,8132.7,18.0,17403.59,561.0,578.0,75.3,0.185,52.9,Delayed
Apparel,North America,Air,Cross-Dock,1799.0,4694.1,1.0,71853.21,2271.0,1829.0,82.8,0.141,4.0,Early
Industrial Equipment,Latin America,Sea,Hybrid,257.0,7333.2,17.0,2281.76,193.0,164.0,69.9,0.126,54.9,Severely Delayed
Electronics,Southeast Asia,Road,Cross-Dock,223.0,9515.6,16.0,7277.56,263.0,219.0,78.1,0.128,52.6,Delayed
Electronics,East Asia,Sea,Hybrid,202.0,11292.6,23.0,2968.06,130.0,234.0,71.1,0.097,76.7,Severely Delayed
Automotive Parts,East Asia,Sea,Automated,340.0,10734.2,23.0,4227.36,331.0,335.0,80.5,0.074,72.8,Severely Delayed
Pharmaceuticals,Europe,Air,Cross-Dock,192.0,8835.9,7.0,15485.16,169.0,212.0,90.3,0.015,15.4,On Time
Electronics,Europe,Road,Manual,467.0,7617.6,7.0,11472.79,580.0,570.0,79.0,0.087,34.6,Delayed
Electronics,North America,Sea,Cross-Dock,295.0,4636.9,8.0,1692.48,401.0,388.0,86.5,0.055,20.6,Early
Apparel,Latin America,Road,Automated,1232.0,6983.0,15.0,29433.56,631.0,1287.0,64.1,0.184,42.4,Delayed
Apparel,North America,Road,Hybrid,1017.0,3969.6,5.0,13347.52,1102.0,1160.0,95.4,0.01,20.0,On Time
Electronics,South Asia,Road,Manual,210.0,9158.1,15.0,6517.61,222.0,167.0,70.3,0.251,52.4,Delayed
Apparel,North America,Road,Automated,652.0,3013.6,1.0,5882.84,578.0,734.0,86.0,0.076,8.8,Early
Furniture,East Asia,Road,Cross-Dock,240.0,3538.7,14.0,3052.64,95.0,237.0,87.2,0.113,26.9,On Time
Automotive Parts,North America,Sea,Manual,560.0,2701.6,12.0,1833.4,224.0,667.0,88.6,0.037,20.4,Early
Industrial Equipment,Southeast Asia,Sea,Automated,120.0,7130.2,18.0,1172.16,75.0,99.0,86.9,0.05,45.9,Delayed
Perishable Food,East Asia,Road,Cross-Dock,540.0,10459.6,19.0,16930.03,710.0,685.0,85.3,0.104,64.3,Severely Delayed
Apparel,Southeast Asia,Road,Manual,710.0,7363.9,14.0,16056.15,535.0,893.0,78.8,0.183,42.0,Delayed
Industrial Equipment,Southeast Asia,Air,Manual,30.0,8204.6,9.0,2639.27,30.0,29.0,79.0,0.175,18.9,On Time
Automotive Parts,East Asia,Sea,Cross-Dock,484.0,8466.6,26.0,4673.67,425.0,473.0,89.8,0.051,62.4,Delayed
Pharmaceuticals,Southeast Asia,Sea,Manual,234.0,8010.3,20.0,2227.71,320.0,324.0,57.4,0.267,69.7,Severely Delayed
Apparel,Europe,Air,Automated,812.0,6422.5,5.0,52697.28,892.0,963.0,92.2,0.016,4.8,Early
Apparel,North America,Road,Hybrid,338.0,3101.6,5.0,3697.08,298.0,392.0,85.1,0.069,18.9,On Time
Perishable Food,East Asia,Road,Hybrid,1432.0,10904.3,19.0,52513.19,2004.0,1517.0,74.9,0.135,68.1,Severely Delayed
Pharmaceuticals,South Asia,Road,Automated,490.0,8988.9,16.0,15539.22,303.0,574.0,73.2,0.127,53.2,Delayed
Electronics,North America,Road,Manual,50.0,2776.2,7.0,550.12,58.0,45.0,89.5,0.01,14.6,Early
Industrial Equipment,East Asia,Sea,Manual,24.0,9871.6,23.0,525.88,21.0,21.0,71.5,0.162,75.9,Severely Delayed
Pharmaceuticals,South Asia,Road,Automated,148.0,5347.3,14.0,2654.29,80.0,153.0,66.9,0.275,36.8,Delayed
Pharmaceuticals,Latin America,Sea,Manual,202.0,6023.7,20.0,1394.89,133.0,216.0,63.5,0.202,58.9,Severely Delayed
Apparel,Europe,Air,Cross-Dock,448.0,7712.8,6.0,33388.14,363.0,379.0,83.0,0.045,12.7,On Time
Automotive Parts,Europe,Road,Manual,158.0,8848.7,9.0,4467.22,170.0,180.0,91.0,0.066,41.8,Delayed
Furniture,Latin America,Sea,Automated,153.0,8279.9,22.0,1665.76,97.0,164.0,69.7,0.143,58.3,Delayed
Electronics,East Asia,Road,Cross-Dock,442.0,12634.9,15.0,17056.28,436.0,446.0,83.7,0.018,66.8,Severely Delayed
Pharmaceuticals,East Asia,Road,,168.0,8391.6,14.0,4610.68,221.0,232.0,77.2,0.089,46.8,Delayed
Furniture,Europe,Rail,Cross-Dock,169.0,6225.7,9.0,2833.26,151.0,188.0,96.2,0.014,24.6,On Time
Automotive Parts,South Asia,Road,Cross-Dock,379.0,9361.4,13.0,9216.9,210.0,364.0,71.3,0.239,50.7,Delayed
Apparel,East Asia,Sea,Manual,1852.0,7939.3,22.0,17624.62,1324.0,1624.0,87.4,0.108,54.9,Delayed
Automotive Parts,Europe,Road,Manual,112.0,7572.5,7.0,3276.51,130.0,101.0,88.4,0.071,31.9,On Time
Perishable Food,East Asia,Air,Automated,524.0,8904.4,10.0,36053.83,458.0,841.0,77.3,0.172,19.2,On Time
Electronics,North America,Road,Automated,316.0,3046.0,4.0,3036.69,380.0,436.0,99.0,0.06,13.5,On Time
Electronics,North America,Road,Automated,756.0,3179.5,3.0,8161.93,355.0,802.0,97.4,0.139,12.0,Early
Electronics,Europe,Air,Manual,627.0,3963.1,1.0,22080.8,769.0,649.0,86.7,0.099,3.0,Early
Apparel,South Asia,Sea,Manual,951.0,8834.4,19.0,9044.45,912.0,1297.0,79.5,0.1,57.0,Delayed
Perishable Food,East Asia,Rail,Hybrid,335.0,9887.0,17.0,7521.68,361.0,335.0,81.9,0.056,50.9,Delayed
Furniture,Southeast Asia,Sea,Automated,77.0,7981.6,22.0,804.22,61.0,70.0,74.4,0.127,57.3,Delayed
Electronics,Latin America,Sea,Manual,341.0,7702.4,19.0,3324.74,324.0,353.0,67.8,0.113,50.1,Delayed
Industrial Equipment,North America,Sea,Automated,138.0,3696.4,12.0,857.16,196.0,195.0,89.9,0.057,23.1,On Time
Electronics,East Asia,Air,Automated,360.0,11010.7,12.0,39295.48,359.0,403.0,83.9,0.018,21.3,On Time
Pharmaceuticals,North America,Air,Hybrid,378.0,3327.0,3.0,12235.91,319.0,432.0,91.3,0.04,4.6,Early
Industrial Equipment,South Asia,Sea,Hybrid,103.0,8448.8,23.0,1284.07,115.0,98.0,77.5,0.113,66.5,Severely Delayed
Automotive Parts,East Asia,Rail,Manual,633.0,9970.4,20.0,13445.13,637.0,713.0,81.9,0.118,55.9,Severely Delayed
Furniture,East Asia,Sea,Manual,72.0,9340.3,24.0,895.54,61.0,72.0,74.2,0.14,68.1,Severely Delayed
Furniture,East Asia,Sea,Manual,213.0,11060.1,24.0,2752.49,156.0,204.0,84.4,0.122,76.5,Severely Delayed
Electronics,South Asia,Sea,Cross-Dock,547.0,6541.7,19.0,4127.17,303.0,532.0,69.6,0.252,43.0,On Time
Electronics,South Asia,Sea,Manual,992.0,5578.0,20.0,6224.33,736.0,770.0,63.9,0.264,44.6,Delayed
Perishable Food,Southeast Asia,Air,Hybrid,757.0,8121.6,12.0,52572.7,670.0,994.0,74.4,0.169,22.8,On Time
Electronics,North America,Sea,Automated,436.0,3522.2,11.0,1882.3,424.0,510.0,86.6,0.108,23.9,On Time
Apparel,South Asia,Sea,Manual,250.0,6911.9,21.0,2261.16,177.0,334.0,68.7,0.346,51.7,Delayed
Apparel,East Asia,Sea,Manual,175.0,11534.7,25.0,2525.23,232.0,219.0,73.9,0.155,80.7,Severely Delayed
Industrial Equipment,Southeast Asia,Sea,Automated,218.0,8938.7,22.0,2253.53,415.0,297.0,77.4,0.158,61.6,Delayed
Industrial Equipment,East Asia,Road,Hybrid,100.0,9303.2,17.0,3247.33,87.0,73.0,77.8,0.175,54.6,Delayed
Automotive Parts,East Asia,Sea,Manual,101.0,9490.6,23.0,1329.1,53.0,111.0,76.1,0.158,65.6,Severely Delayed
Furniture,Europe,Sea,Automated,180.0,6594.3,17.0,1408.08,85.0,145.0,90.1,0.021,41.7,On Time
Electronics,Europe,Sea,Cross-Dock,282.0,7115.5,13.0,2489.6,332.0,344.0,86.5,0.076,37.9,On Time
Electronics,Southeast Asia,Road,Automated,564.0,8277.5,15.0,15717.2,416.0,565.0,77.9,0.088,47.7,Delayed
Furniture,South Asia,Road,Cross-Dock,219.0,6999.8,14.0,4683.98,149.0,266.0,72.7,0.182,41.0,Delayed
Furniture,South Asia,Sea,Manual,157.0,5470.9,23.0,1214.77,81.0,135.0,75.8,0.24,47.2,Delayed
Apparel,South Asia,Road,Automated,552.0,6280.1,17.0,10306.36,760.0,767.0,64.9,0.188,42.3,Delayed
Perishable Food,North America,Rail,Automated,1041.0,3674.5,7.0,7769.57,981.0,1188.0,98.4,0.036,14.5,Early
Perishable Food,South Asia,Air,Hybrid,1545.0,7443.7,14.0,106572.31,1755.0,1863.0,63.3,0.248,26.1,On Time
Apparel,South Asia,Sea,Hybrid,1129.0,5275.0,24.0,7555.23,1114.0,1068.0,78.8,0.049,44.1,On Time
Apparel,East Asia,Air,Hybrid,374.0,8539.1,12.0,30321.86,207.0,371.0,80.9,0.123,23.0,On Time
Perishable Food,Latin America,Air,Manual,315.0,7327.3,10.0,19893.43,195.0,342.0,84.7,0.104,17.8,On Time
Pharmaceuticals,East Asia,Road,Automated,100.0,11833.5,18.0,4074.53,53.0,86.0,82.0,0.06,70.8,Severely Delayed
Industrial Equipment,East Asia,Road,Hybrid,65.0,9929.4,19.0,2161.49,41.0,48.0,85.8,0.062,61.1,Severely Delayed
Pharmaceuticals,Latin America,Sea,Cross-Dock,414.0,9481.7,16.0,4938.2,368.0,542.0,59.3,0.122,56.2,Delayed
Furniture,Europe,Air,Manual,113.0,6421.9,7.0,7110.9,197.0,140.0,95.2,0.01,12.2,On Time
Automotive Parts,North America,Sea,Hybrid,151.0,3105.4,8.0,728.83,157.0,167.0,92.5,0.01,16.8,Early
Electronics,Europe,Road,Hybrid,461.0,5978.8,9.0,8940.61,369.0,467.0,77.0,0.032,29.2,On Time
Furniture,East Asia,Sea,Manual,122.0,10342.6,25.0,1643.68,164.0,130.0,77.7,0.159,74.1,Severely Delayed
Perishable Food,Southeast Asia,Air,Hybrid,1730.0,7816.1,9.0,103809.99,1319.0,,73.9,0.122,18.6,On Time
Pharmaceuticals,East Asia,Sea,Automated,119.0,10360.3,25.0,1651.15,162.0,124.0,88.3,0.063,71.5,Severely Delayed
Electronics,Latin America,Sea,Automated,489.0,9026.5,17.0,6035.52,267.0,485.0,70.1,0.08,54.3,Delayed
Industrial Equipment,East Asia,Air,Hybrid,90.0,10005.4,,8201.06,108.0,109.0,74.0,0.166,24.6,On Time
Industrial Equipment,Europe,Sea,Cross-Dock,111.0,6905.5,12.0,910.47,129.0,123.0,,0.072,43.6,Delayed
Electronics,North America,Sea,Manual,712.0,3168.5,10.0,2647.31,832.0,656.0,93.0,0.01,20.0,On Time
Apparel,East Asia,Road,Automated,115.0,8968.3,20.0,4040.6,119.0,115.0,81.1,0.106,58.2,Severely Delayed
Electronics,South Asia,Sea,Automated,235.0,8377.9,25.0,2241.04,311.0,225.0,77.7,0.073,62.3,Delayed
Automotive Parts,Europe,Sea,Manual,383.0,8636.8,15.0,4249.83,505.0,389.0,73.1,0.193,49.3,Delayed
Pharmaceuticals,East Asia,Sea,Hybrid,155.0,11069.8,24.0,2035.42,119.0,158.0,92.7,0.033,75.6,Severely Delayed
Electronics,Latin America,Sea,Automated,426.0,4382.3,25.0,2363.44,356.0,467.0,71.6,0.111,43.4,On Time
Automotive Parts,South Asia,Sea,Automated,387.0,6217.6,21.0,2892.83,345.0,527.0,75.7,0.17,47.4,Delayed
Apparel,Europe,Air,Hybrid,243.0,6634.2,2.0,13864.94,309.0,274.0,93.0,0.069,7.5,On Time
Perishable Food,North America,Road,Automated,1521.0,2808.1,7.0,12733.14,1303.0,1548.0,97.4,0.01,14.5,Early
Perishable Food,North America,Air,Manual,451.0,2778.6,1.0,12734.31,571.0,486.0,96.7,0.01,2.3,Early
Pharmaceuticals,Europe,Sea,Hybrid,287.0,6010.1,13.0,2359.05,225.0,206.0,83.1,0.056,35.0,On Time
Perishable Food,Europe,Rail,Automated,406.0,6904.0,12.0,6226.05,188.0,497.0,77.8,0.134,35.0,Delayed
Apparel,North America,Air,Manual,763.0,3889.0,4.0,25261.61,487.0,948.0,92.8,0.101,6.9,Early
Perishable Food,North America,Air,Automated,920.0,3268.6,1.0,27297.71,959.0,879.0,97.0,0.01,1.0,Early
Industrial Equipment,North America,Road,Manual,76.0,3220.2,5.0,889.72,106.0,88.0,92.9,0.015,13.4,Early
Perishable Food,South Asia,Road,Cross-Dock,1193.0,6106.6,17.0,24276.9,847.0,1002.0,61.4,0.247,43.5,Delayed
Industrial Equipment,East Asia,Sea,Hybrid,133.0,10367.1,22.0,1764.99,141.0,130.0,94.2,0.031,75.1,Severely Delayed
Pharmaceuticals,East Asia,Sea,Automated,180.0,10252.2,26.0,2203.04,282.0,247.0,78.8,0.128,74.7,Severely Delayed
Automotive Parts,North America,Road,Automated,143.0,4071.4,9.0,1905.92,157.0,,95.1,0.023,20.8,On Time
Apparel,Latin America,Sea,Automated,576.0,9005.5,17.0,5896.3,479.0,679.0,60.5,0.251,58.4,Severely Delayed
Automotive Parts,East Asia,Sea,Cross-Dock,755.0,7257.8,21.0,6998.74,296.0,664.0,90.3,0.035,50.7,Delayed
Apparel,North America,Road,Hybrid,62.0,3280.2,1.0,863.87,69.0,85.0,95.9,,15.1,On Time
Electronics,East Asia,Air,Hybrid,127.0,10965.3,12.0,13466.11,184.0,148.0,79.3,0.104,28.2,Delayed
Electronics,North America,Air,Automated,336.0,2406.6,1.0,7875.7,336.0,,97.7,0.01,1.0,Early
Electronics,Europe,Road,Cross-Dock,723.0,6400.8,11.0,13974.34,812.0,912.0,89.0,0.061,32.2,On Time
Industrial Equipment,Europe,Road,Hybrid,49.0,6833.6,6.0,1167.48,12.0,48.0,93.0,0.041,29.7,On Time
Industrial Equipment,Europe,Sea,Automated,65.0,8844.3,14.0,894.12,73.0,58.0,87.3,0.055,49.8,Delayed
Automotive Parts,Europe,Sea,Manual,250.0,5796.7,16.0,1977.8,294.0,326.0,83.7,0.098,38.0,On Time
Electronics,East Asia,Road,Manual,276.0,9291.9,15.0,8181.99,414.0,402.0,92.8,0.022,52.4,Delayed
Industrial Equipment,North America,Sea,Hybrid,118.0,4563.2,12.0,819.69,177.0,168.0,92.8,0.029,34.8,Delayed
Furniture,East Asia,Air,Manual,217.0,8494.0,15.0,16883.67,219.0,281.0,73.6,0.178,28.3,On Time
Apparel,Latin America,Sea,Automated,1093.0,10502.3,28.0,13894.24,741.0,1175.0,72.9,0.094,80.5,Severely Delayed
Perishable Food,Europe,Road,Hybrid,1477.0,6959.4,9.0,34808.62,381.0,1408.0,92.2,0.029,32.5,On Time
Furniture,East Asia,Sea,Hybrid,53.0,9122.1,20.0,,37.0,45.0,88.7,0.144,58.7,Delayed
Electronics,East Asia,Air,Manual,1004.0,10272.3,15.0,93453.87,971.0,1147.0,94.8,0.01,28.9,Delayed
Perishable Food,North America,Road,Manual,2525.0,3407.1,6.0,26277.51,1609.0,3153.0,93.7,0.018,14.8,Early
Furniture,Latin America,Road,Automated,115.0,12376.4,14.0,4601.24,87.0,83.0,67.6,0.173,67.6,Severely Delayed
Electronics,East Asia,Sea,Manual,705.0,5967.9,24.0,4709.34,533.0,814.0,80.7,0.137,48.3,On Time
Perishable Food,North America,Air,Hybrid,146.0,3322.0,3.0,4539.63,110.0,120.0,97.8,0.053,4.9,Early
Pharmaceuticals,South Asia,Road,Hybrid,501.0,6871.9,14.0,10552.87,143.0,578.0,69.8,0.124,41.9,Delayed
Furniture,Europe,Rail,Cross-Dock,140.0,6343.2,11.0,2019.99,96.0,150.0,89.2,0.059,28.3,On Time
Industrial Equipment,Europe,Sea,Hybrid,35.0,7764.1,16.0,570.02,14.0,50.0,85.1,0.073,54.5,Severely Delayed
Automotive Parts,East Asia,Sea,Hybrid,859.0,8735.6,24.0,8561.95,1607.0,1119.0,80.1,0.149,61.6,Delayed
Furniture,Europe,Sea,Manual,23.0,7075.7,14.0,437.39,26.0,25.0,86.6,0.022,40.9,Delayed
Pharmaceuticals,East Asia,Sea,Automated,410.0,9895.8,27.0,4852.69,155.0,352.0,83.4,0.107,73.4,Severely Delayed
Pharmaceuticals,Southeast Asia,Air,Cross-Dock,511.0,9437.6,13.0,,236.0,616.0,75.2,0.135,25.2,On Time
Pharmaceuticals,East Asia,Sea,Hybrid,567.0,9265.4,29.0,5104.3,568.0,736.0,72.3,0.237,74.3,Severely Delayed
Electronics,North America,Rail,Cross-Dock,52.0,3703.0,7.0,538.99,27.0,61.0,97.4,0.01,12.3,Early
Furniture,South Asia,Sea,Hybrid,34.0,7040.0,23.0,534.88,51.0,37.0,80.7,0.049,49.8,Delayed
Furniture,North America,Air,Manual,38.0,2878.8,2.0,1570.9,39.0,43.0,91.2,0.041,2.2,Early
Perishable Food,East Asia,Air,Automated,1541.0,12234.4,11.0,165932.18,1311.0,1396.0,89.5,0.074,21.9,On Time
Automotive Parts,North America,Rail,Manual,1086.0,3019.8,9.0,7370.76,1165.0,1091.0,94.5,0.028,15.9,Early
Furniture,East Asia,Road,Hybrid,165.0,8681.8,16.0,4156.87,97.0,177.0,86.8,0.109,50.4,Delayed
Apparel,South Asia,Road,Cross-Dock,455.0,6089.6,16.0,7969.86,385.0,477.0,76.0,0.065,38.5,On Time
Electronics,Southeast Asia,Sea,Hybrid,913.0,8793.4,18.0,9079.96,596.0,807.0,80.6,0.135,55.5,Delayed
Electronics,North America,Road,,939.0,3198.8,6.0,10874.91,1254.0,850.0,83.8,0.08,15.5,On Time
Apparel,North America,Air,Manual,1843.0,4454.6,4.0,74654.28,1913.0,2043.0,88.1,0.056,7.0,Early
Perishable Food,Europe,Road,Automated,459.0,7124.7,6.0,9288.68,273.0,386.0,79.3,0.179,32.3,Delayed
Electronics,South Asia,Road,Manual,129.0,6841.2,14.0,2836.17,70.0,80.0,66.9,0.24,40.9,Delayed
Electronics,Southeast Asia,Sea,Cross-Dock,90.0,6857.2,20.0,868.1,52.0,107.0,83.5,0.129,45.6,On Time
Apparel,South Asia,Sea,Hybrid,227.0,7056.5,21.0,2067.47,280.0,340.0,76.5,0.142,50.6,Delayed
Automotive Parts,Latin America,Road,Manual,69.0,9623.7,16.0,2084.47,86.0,67.0,69.0,0.168,57.4,Severely Delayed
Automotive Parts,Southeast Asia,Sea,Cross-Dock,776.0,8132.3,21.0,7795.09,245.0,782.0,70.2,0.188,55.8,Delayed
Perishable Food,South Asia,Air,Automated,1297.0,7018.1,9.0,76039.14,1050.0,1295.0,65.7,0.191,13.3,Early
Electronics,South Asia,Air,Cross-Dock,2018.0,5877.5,9.0,99300.14,3398.0,2425.0,66.7,0.208,13.3,Early
Electronics,Europe,Sea,Hybrid,367.0,9124.5,10.0,4428.64,371.0,437.0,84.3,0.128,44.6,Delayed
Electronics,Europe,Sea,Automated,401.0,6264.7,13.0,2707.37,361.0,413.0,71.0,0.082,36.9,On Time
Perishable Food,East Asia,Sea,Hybrid,2089.0,7149.6,21.0,18256.66,1369.0,2094.0,87.4,0.084,50.4,Delayed
Electronics,East Asia,Road,Automated,275.0,7661.7,14.0,6375.63,157.0,365.0,83.9,0.084,42.7,Delayed
Apparel,East Asia,Road,Hybrid,314.0,8911.6,16.0,8339.63,355.0,459.0,84.5,0.076,56.4,Severely Delayed
Industrial Equipment,Europe,Rail,Manual,93.0,8775.4,7.0,2015.19,91.0,84.0,91.8,0.037,31.0,On Time
Perishable Food,Europe,Air,Automated,926.0,6300.6,4.0,53100.92,1215.0,1147.0,87.8,0.047,5.6,Early
Automotive Parts,East Asia,Sea,Hybrid,506.0,8859.1,25.0,4771.24,437.0,494.0,83.3,0.109,62.7,Delayed
Electronics,North America,Sea,Manual,1044.0,4032.2,13.0,4678.42,1200.0,1134.0,89.7,0.09,27.7,On Time
Apparel,Europe,Road,Automated,377.0,7573.7,9.0,8086.13,371.0,438.0,96.7,0.02,36.3,Delayed
Industrial Equipment,Latin America,Sea,Hybrid,44.0,9844.0,14.0,679.34,33.0,38.0,66.6,0.123,62.3,Severely Delayed
Perishable Food,East Asia,Air,Automated,1743.0,9841.8,12.0,158341.69,946.0,1802.0,87.0,0.06,20.5,On Time
Furniture,South Asia,Sea,Hybrid,74.0,5768.8,25.0,699.05,32.0,93.0,67.5,0.296,52.1,Delayed
Industrial Equipment,South Asia,Road,Hybrid,359.0,6226.7,20.0,8067.74,371.0,400.0,67.0,0.217,46.1,Delayed
Pharmaceuticals,Europe,Road,Automated,222.0,4638.6,10.0,3203.19,308.0,234.0,79.1,0.105,25.7,On Time
Apparel,East Asia,Air,Cross-Dock,861.0,9117.0,13.0,64514.59,890.0,679.0,70.4,0.067,25.4,On Time
Pharmaceuticals,East Asia,Air,Manual,526.0,8773.8,11.0,41224.99,731.0,497.0,83.5,0.118,20.9,On Time
Electronics,Europe,Air,Automated,414.0,5881.7,7.0,21354.01,343.0,465.0,81.8,0.067,8.2,Early
Electronics,North America,Road,Manual,346.0,3675.9,5.0,4037.18,426.0,390.0,91.9,0.01,16.0,On Time
Electronics,East Asia,Sea,Hybrid,726.0,8376.2,23.0,6431.13,1018.0,728.0,91.8,0.048,58.9,Delayed
Industrial Equipment,South Asia,Sea,Automated,41.0,6758.8,25.0,568.05,44.0,44.0,71.2,0.194,54.9,Delayed
Furniture,East Asia,Sea,Manual,157.0,8668.4,16.0,1723.76,151.0,199.0,84.2,0.068,51.4,Delayed
Apparel,South Asia,Road,Manual,302.0,7158.7,,7649.46,264.0,379.0,80.2,0.09,41.6,Delayed
Apparel,South Asia,Rail,Hybrid,1216.0,7672.6,13.0,23012.17,1796.0,1429.0,75.7,0.137,37.2,Delayed
Furniture,East Asia,Road,Manual,109.0,7200.8,18.0,2495.54,88.0,108.0,82.7,0.042,46.7,Delayed
Industrial Equipment,East Asia,Sea,Manual,96.0,10275.0,28.0,1330.24,50.0,122.0,71.9,0.107,86.4,Severely Delayed
Apparel,Southeast Asia,Sea,Automated,1479.0,8590.0,22.0,16928.75,1058.0,1946.0,76.7,0.153,59.8,Delayed
Apparel,Southeast Asia,Road,Automated,332.0,8817.9,19.0,8196.56,81.0,400.0,79.7,0.157,56.8,Delayed
Automotive Parts,East Asia,Sea,Hybrid,597.0,9727.8,25.0,7419.34,727.0,619.0,92.9,0.049,68.1,Severely Delayed
Industrial Equipment,Europe,Sea,Manual,138.0,6923.0,19.0,1368.31,113.0,142.0,85.8,0.085,53.7,Delayed
Industrial Equipment,East Asia,Sea,Automated,126.0,8789.2,20.0,1306.44,71.0,139.0,89.3,0.034,56.4,Delayed
Apparel,Southeast Asia,Air,Automated,577.0,8854.4,11.0,44309.46,246.0,577.0,72.3,0.149,17.9,On Time
Electronics,Southeast Asia,Sea,Hybrid,113.0,9889.4,18.0,1675.56,10.0,76.0,81.6,0.158,62.0,Severely Delayed
Perishable Food,North America,Air,Manual,2274.0,3187.9,2.0,67865.82,1799.0,2714.0,85.0,0.029,3.7,Early
Apparel,North America,Road,Manual,201.0,3210.8,4.0,2080.69,268.0,253.0,90.7,0.086,13.6,On Time
Industrial Equipment,South Asia,Road,Hybrid,19.0,8017.1,15.0,566.62,20.0,21.0,70.1,0.127,47.9,Delayed
Electronics,East Asia,Air,Hybrid,377.0,8552.6,12.0,25416.15,213.0,418.0,82.0,0.092,22.2,On Time
Furniture,North America,Air,Automated,77.0,3046.9,4.0,2605.66,46.0,81.0,90.0,0.055,2.5,Early
Industrial Equipment,East Asia,Sea,Manual,101.0,10221.9,24.0,1498.71,116.0,106.0,82.6,0.062,77.7,Severely Delayed
Industrial Equipment,Europe,Sea,Automated,131.0,5996.4,15.0,1163.45,103.0,118.0,83.2,0.107,37.7,On Time
Furniture,North America,Sea,Hybrid,107.0,4269.7,12.0,759.05,125.0,127.0,89.7,0.047,27.1,On Time
Industrial Equipment,East Asia,Sea,Automated,280.0,8702.8,26.0,3013.37,237.0,306.0,84.1,0.124,65.1,Delayed
Electronics,North America,Sea,Manual,196.0,2984.0,11.0,889.03,39.0,143.0,88.0,0.097,20.8,On Time
Apparel,Southeast Asia,Road,Manual,142.0,8192.9,11.0,4006.95,153.0,182.0,70.8,0.21,43.4,Delayed
Electronics,North America,Road,Manual,371.0,3774.3,7.0,4023.88,241.0,283.0,85.5,0.109,18.4,On Time
Industrial Equipment,North America,Rail,Hybrid,79.0,3701.8,6.0,,39.0,82.0,95.9,0.073,14.1,Early
Industrial Equipment,Southeast Asia,Air,Manual,113.0,8995.4,11.0,9067.52,112.0,107.0,,0.137,23.7,On Time
Electronics,East Asia,Road,Automated,284.0,8554.1,19.0,6973.03,253.0,273.0,90.4,0.058,54.4,Delayed
Electronics,North America,Road,Hybrid,110.0,4215.4,2.0,1790.76,121.0,102.0,88.5,0.076,15.2,On Time
Apparel,South Asia,Sea,Hybrid,728.0,5054.7,20.0,4172.82,959.0,965.0,73.1,0.135,39.5,On Time
Apparel,East Asia,Sea,Cross-Dock,899.0,8164.7,20.0,8274.07,795.0,1047.0,85.2,0.12,54.3,Delayed
Automotive Parts,Latin America,Sea,Hybrid,479.0,8860.8,19.0,5254.45,429.0,597.0,75.3,0.106,57.9,Delayed
Electronics,South Asia,Air,Manual,516.0,6296.5,14.0,28032.78,360.0,360.0,82.0,0.11,22.5,On Time
Automotive Parts,South Asia,Sea,Automated,519.0,6798.6,22.0,3656.27,279.0,500.0,61.0,0.341,53.7,Delayed
Pharmaceuticals,East Asia,Sea,Cross-Dock,288.0,7821.4,28.0,2566.32,,355.0,84.9,0.124,63.7,Delayed
Apparel,Latin America,Road,Hybrid,456.0,,14.0,11917.94,303.0,514.0,65.6,0.13,52.1,Severely Delayed
Electronics,Southeast Asia,Sea,Automated,244.0,8883.5,20.0,2688.11,200.0,300.0,75.3,0.16,59.1,Delayed
Industrial Equipment,East Asia,Rail,Manual,216.0,8584.2,17.0,3768.29,207.0,,75.3,0.111,46.6,Delayed
Pharmaceuticals,North America,Rail,Manual,121.0,2946.3,11.0,918.85,59.0,118.0,91.3,0.061,31.1,Delayed
Perishable Food,East Asia,Sea,Automated,2923.0,8711.8,26.0,28370.24,3453.0,3036.0,75.6,0.191,65.8,Delayed
Apparel,Europe,Road,Hybrid,394.0,7791.5,8.0,9729.91,274.0,490.0,76.6,0.096,40.9,Delayed
